OG	n_genes	n_sepecies	1841596_4	2012493_3	2026747_106	2026747_11	2026747_12	2026747_123	2026747_124	2026747_147	2026747_149	2026747_155	2026747_166	2026747_167	2026747_168	2026747_169	2026747_172	2026747_173	2026747_174	2026747_179	2026747_182	2026747_189	2026747_193	2026747_195	2026747_196	2026747_22	2026747_25	2026747_3	2026747_36	2026747_41	2026747_43	2026747_59	2026747_65	2026747_66	2026747_7	2876572_6	2876573_6
7678	77	34	MEHH01000142_4,MEHH01000210_2		JAGLRO010000082_9	RDOD01000006_41,RDOD01000006_42,RDOD01000009_29	RDOB01000003_330,RDOB01000005_14	BPTN01000069_8,BPTN01000056_8,BPTN01000198_4	BPTO01000314_1,BPTO01000017_26	JAMOVR010000036_5	JALSYK010000604_2,JALSYK010000448_11	JAHQWT010000055_7,JAHQWT010000015_77,JAHQWT010000035_115	JAUWJS010000129_1,JAUWJS010000016_21	JAUWEG010000026_1,JAUWEG010000045_15,JAUWEG010000112_6	JAUWPI010000140_4,JAUWPI010000027_18	JAUWKS010000049_1,JAUWKS010000055_8	DAOVPS010000195_2,DAOVPS010000139_5	DAOWEK010000078_103,DAOWEK010000037_14,DAOWEK010000021_1	DAOWED010000084_6	DAOVER010000027_10,DAOVER010000001_43,DAOVER010000063_14	DAOVHD010000044_9,DAOVHD010000124_1	WAKA01000041_3,WAKA01000116_5	JAYNJJ010000099_4,JAYNJJ010000111_2	JAYPOQ010000001_170,JAYPOQ010000009_42	JAYPQJ010000001_1313,JAYPQJ010000001_1078	JAEOTE010000136_7,JAEOTE010000104_11	JABCTZ010000003_75,JABCTZ010000003_172	PBWW01000033_2,PBWW01000075_7	DXJV01000068_111,DXJV01000078_51	DXJL01000184_12,DXJL01000129_3	JAHLWR010000015_44,JAHLWR010000018_37	JAIZWM010000006_311,JAIZWM010000008_106	JAAFKH010000017_3,JAAFKH010000147_31,JAAFKH010000376_7	JAAFKI010000178_1,JAAFKI010000114_1,JAAFKI010000082_6,JAAFKI010000076_36,JAAFKI010000045_121	SOJV01000191_5,SOJV01000019_8	CP084167_2063,CP084167_95,CP084167_1252	CP084166_227,CP084166_1161,CP084166_1921
7679	78	35	MEHH01000034_13	NJBF01000009_66,NJBF01000014_2,NJBF01000001_70	JAGLRO010000003_26,JAGLRO010000003_12	RDOD01000011_28,RDOD01000001_266,RDOD01000006_25	RDOB01000002_91,RDOB01000004_113,RDOB01000001_100	BPTN01000039_4,BPTN01000001_6	BPTO01000023_4,BPTO01000023_17	JAMOVR010000065_34,JAMOVR010000236_9,JAMOVR010000025_8	JALSYK010000134_5,JALSYK010000476_6	JAHQWT010000036_114,JAHQWT010000036_101	JAUWJS010000128_3,JAUWJS010000021_2	JAUWEG010000060_8,JAUWEG010000017_4	JAUWPI010000007_23,JAUWPI010000007_10	JAUWKS010000015_15	DAOVPS010000137_2,DAOVPS010000207_5	DAOWEK010000066_28,DAOWEK010000066_40	DAOWED010000209_2,DAOWED010000153_15,DAOWED010000227_5	DAOVER010000004_78,DAOVER010000004_91	DAOVHD010000008_11,DAOVHD010000008_25	WAKA01000070_2,WAKA01000219_16	JAYNJJ010000138_1,JAYNJJ010000007_7,JAYNJJ010000002_8	JAYPOQ010000002_175,JAYPOQ010000007_47,JAYPOQ010000006_76	JAYPQJ010000001_1487,JAYPQJ010000001_917,JAYPQJ010000001_1432	JAEOTE010000090_30,JAEOTE010000182_3,JAEOTE010000090_43	JABCTZ010000046_187,JABCTZ010000045_26	PBWW01000025_40,PBWW01000049_7,PBWW01000044_24	DXJV01000001_18	DXJL01000200_2,DXJL01000156_64,DXJL01000113_78	JAHLWR010000006_121,JAHLWR010000006_107	JAIZWM010000005_95	JAAFKH010000429_6,JAAFKH010000151_3,JAAFKH010000401_1	JAAFKI010000098_4,JAAFKI010000010_53,JAAFKI010000010_41	SOJV01000060_4	CP084167_2015,CP084167_1774	CP084166_1884,CP084166_1863
7680	78	35	MEHH01000053_2,MEHH01000081_5,MEHH01000008_11	NJBF01000042_14	JAGLRO010000080_12,JAGLRO010000001_12,JAGLRO010000075_14	RDOD01000003_89	RDOB01000006_33	BPTN01000206_3,BPTN01000440_3,BPTN01000041_9	BPTO01000012_12,BPTO01000166_8,BPTO01000085_5	JAMOVR010000366_5,JAMOVR010000095_41	JALSYK010000103_2,JALSYK010000600_1,JALSYK010000205_1	JAHQWT010000052_35,JAHQWT010000035_37,JAHQWT010000023_13	JAUWJS010000048_13,JAUWJS010000040_8,JAUWJS010000004_14	JAUWEG010000001_54,JAUWEG010000085_8,JAUWEG010000006_35	JAUWPI010000004_16,JAUWPI010000046_9,JAUWPI010000074_15	JAUWKS010000004_96	DAOVPS010000098_5	DAOWEK010000078_22,DAOWEK010000065_30,DAOWEK010000023_33	DAOWED010000143_5,DAOWED010000146_2	DAOVER010000037_16,DAOVER010000005_71,DAOVER010000025_10	DAOVHD010000045_8,DAOVHD010000123_5,DAOVHD010000029_12	WAKA01000140_29,WAKA01000213_6	JAYNJJ010000029_4,JAYNJJ010000021_10	JAYPOQ010000003_115,JAYPOQ010000003_40	JAYPQJ010000001_517,JAYPQJ010000001_438	JAEOTE010000055_9,JAEOTE010000063_15,JAEOTE010000140_3	JABCTZ010000007_61	PBWW01000018_28,PBWW01000004_24	DXJV01000061_31	DXJL01000039_14	JAHLWR010000037_3,JAHLWR010000004_36,JAHLWR010000011_101	JAIZWM010000001_298	JAAFKH010000319_5,JAAFKH010000080_16,JAAFKH010000290_9	JAAFKI010000051_57,JAAFKI010000014_63,JAAFKI010000045_41	SOJV01000063_21	CP084167_1642,CP084167_1059,CP084167_67	CP084166_969,CP084166_1541,CP084166_20
7681	79	32	MEHH01000020_19,MEHH01000020_18,MEHH01000149_4,MEHH01000136_5	NJBF01000055_13	JAGLRO010000153_1	RDOD01000037_3,RDOD01000023_40,RDOD01000028_18,RDOD01000063_7,RDOD01000027_33,RDOD01000004_1		BPTN01000354_1,BPTN01000062_1,BPTN01000398_1,BPTN01000202_2,BPTN01000118_6,BPTN01000071_3	BPTO01000028_7,BPTO01000010_24,BPTO01000260_3	JAMOVR010000114_2	JALSYK010000048_3	JAHQWT010000048_47,JAHQWT010000048_46,JAHQWT010000033_84,JAHQWT010000037_66	JAUWJS010000080_2,JAUWJS010000171_2	JAUWEG010000040_15,JAUWEG010000041_16,JAUWEG010000088_8	JAUWPI010000030_5	JAUWKS010000001_110	DAOVPS010000079_3,DAOVPS010000109_2,DAOVPS010000101_11	DAOWEK010000066_4,DAOWEK010000043_4,DAOWEK010000074_8,DAOWEK010000039_15,DAOWEK010000017_2	DAOWED010000003_14,DAOWED010000099_7,DAOWED010000026_9,DAOWED010000197_5,DAOWED010000223_10,DAOWED010000013_3	DAOVER010000032_15,DAOVER010000032_22,DAOVER010000015_45,DAOVER010000066_3	DAOVHD010000055_11,DAOVHD010000055_5,DAOVHD010000055_10	WAKA01000020_26,WAKA01000193_42	JAYNJJ010000012_4	JAYPOQ010000001_250	JAYPQJ010000001_995	JAEOTE010000090_11,JAEOTE010000054_39,JAEOTE010000129_10,JAEOTE010000105_6	JABCTZ010000036_406,JABCTZ010000040_23,JABCTZ010000001_43	PBWW01000021_17	DXJV01000062_36	DXJL01000046_6	JAHLWR010000008_27,JAHLWR010000010_92	JAIZWM010000009_62	JAAFKH010000266_6	JAAFKI010000148_2,JAAFKI010000010_76,JAAFKI010000145_18	SOJV01000106_5,SOJV01000088_22		
7682	79	35	MEHH01000152_3,MEHH01000018_7	NJBF01000001_62,NJBF01000007_72	JAGLRO010000203_3,JAGLRO010000064_11	RDOD01000030_12,RDOD01000001_216	RDOB01000001_92,RDOB01000004_9	BPTN01000004_45,BPTN01000114_8,BPTN01000018_1	BPTO01000011_36,BPTO01000033_16	JAMOVR010000241_15	JALSYK010000150_13	JAHQWT010000050_150,JAHQWT010000035_67,JAHQWT010000055_4	JAUWJS010000001_27,JAUWJS010000044_20	JAUWEG010000012_14,JAUWEG010000112_2,JAUWEG010000010_1,JAUWEG010000112_3	JAUWPI010000109_1,JAUWPI010000113_2,JAUWPI010000099_1	JAUWKS010000013_43	DAOVPS010000007_11,DAOVPS010000189_1	DAOWEK010000020_40,DAOWEK010000078_56	DAOWED010000102_1,DAOWED010000079_1,DAOWED010000095_2	DAOVER010000001_87,DAOVER010000027_15,DAOVER010000014_39	DAOVHD010000119_4,DAOVHD010000001_11	WAKA01000009_8	JAYNJJ010000148_2,JAYNJJ010000210_5	JAYPOQ010000001_286,JAYPOQ010000002_134,JAYPOQ010000004_78	JAYPQJ010000001_956,JAYPQJ010000001_877,JAYPQJ010000001_263	JAEOTE010000005_25,JAEOTE010000039_11,JAEOTE010000136_9	JABCTZ010000006_51,JABCTZ010000045_84	PBWW01000017_16,PBWW01000019_27,PBWW01000067_7	DXJV01000030_16	DXJL01000025_2,DXJL01000113_70	JAHLWR010000014_79,JAHLWR010000005_99	JAIZWM010000006_8,JAIZWM010000001_494	JAAFKH010000430_5,JAAFKH010000345_2,JAAFKH010000391_2	JAAFKI010000178_4,JAAFKI010000175_94,JAAFKI010000043_1,JAAFKI010000045_70	SOJV01000094_27,SOJV01000045_10	CP084167_192,CP084167_1762	CP084166_142,CP084166_1658
7683	79	34	MEHH01000090_4,MEHH01000090_5,MEHH01000037_9	NJBF01000006_29,NJBF01000006_38,NJBF01000006_40,NJBF01000001_190	JAGLRO010000017_13	RDOD01000007_26	RDOB01000007_98,RDOB01000002_526,RDOB01000001_206,RDOB01000009_54	BPTN01000135_6,BPTN01000033_1,BPTN01000394_2,BPTN01000394_1	BPTO01000001_5,BPTO01000072_12,BPTO01000025_2	JAMOVR010000229_9,JAMOVR010000071_5	JALSYK010000499_3,JALSYK010000525_3	JAHQWT010000028_1,JAHQWT010000037_190,JAHQWT010000020_43,JAHQWT010000037_189	JAUWJS010000065_8,JAUWJS010000065_9	JAUWEG010000011_9,JAUWEG010000057_1	JAUWPI010000071_14,JAUWPI010000169_1,JAUWPI010000032_20	JAUWKS010000019_36,JAUWKS010000003_34	DAOVPS010000075_11,DAOVPS010000036_6	DAOWEK010000066_142,DAOWEK010000047_1	DAOWED010000061_11	DAOVER010000050_12,DAOVER010000050_13,DAOVER010000043_15,DAOVER010000007_53		WAKA01000204_20,WAKA01000203_13	JAYNJJ010000061_6	JAYPOQ010000008_50	JAYPQJ010000001_34	JAEOTE010000118_14,JAEOTE010000108_34	JABCTZ010000001_73,JABCTZ010000036_51	PBWW01000014_4	DXJV01000070_5,DXJV01000019_2	DXJL01000105_9,DXJL01000105_7,DXJL01000150_4,DXJL01000174_52	JAHLWR010000006_8,JAHLWR010000008_132,JAHLWR010000003_17	JAIZWM010000003_373,JAIZWM010000002_158	JAAFKH010000180_1,JAAFKH010000001_1	JAAFKI010000092_51,JAAFKI010000154_60	SOJV01000026_10,SOJV01000138_20	CP084167_1795,CP084167_2620,CP084167_2708	CP084166_2460,CP084166_2547,CP084166_1843
7684	79	35	MEHH01000128_6,MEHH01000022_11	NJBF01000025_24,NJBF01000013_32,NJBF01000004_16	JAGLRO010000164_2,JAGLRO010000254_3,JAGLRO010000072_10	RDOD01000002_100	RDOB01000012_37,RDOB01000007_6,RDOB01000008_60	BPTN01000244_3,BPTN01000030_7,BPTN01000131_2	BPTO01000043_12,BPTO01000007_10,BPTO01000128_1,BPTO01000086_4	JAMOVR010000374_4,JAMOVR010000065_13,JAMOVR010000036_1	JALSYK010000377_1,JALSYK010000064_5,JALSYK010000099_13	JAHQWT010000037_131,JAHQWT010000035_86,JAHQWT010000048_71	JAUWJS010000009_30,JAUWJS010000092_6	JAUWEG010000046_6,JAUWEG010000154_8,JAUWEG010000184_2	JAUWPI010000028_1,JAUWPI010000179_5,JAUWPI010000031_9	JAUWKS010000006_60	DAOVPS010000067_2	DAOWEK010000093_9,DAOWEK010000078_75,DAOWEK010000054_11	DAOWED010000017_6	DAOVER010000003_88,DAOVER010000001_71,DAOVER010000055_16	DAOVHD010000064_4	WAKA01000199_1,WAKA01000048_14,WAKA01000112_1	JAYNJJ010000122_2	JAYPOQ010000004_50,JAYPOQ010000001_21	JAYPQJ010000001_1235,JAYPQJ010000001_232	JAEOTE010000005_8,JAEOTE010000050_6	JABCTZ010000032_183	PBWW01000013_4	DXJV01000090_3	DXJL01000166_7,DXJL01000036_5,DXJL01000194_1	JAHLWR010000017_3,JAHLWR010000012_12,JAHLWR010000021_56	JAIZWM010000003_200	JAAFKH010000275_3,JAAFKH010000240_23,JAAFKH010000243_1	JAAFKI010000045_93,JAAFKI010000116_1,JAAFKI010000092_7	SOJV01000130_35	CP084167_1218,CP084167_594,CP084167_283	CP084166_524,CP084166_1127,CP084166_50
7685	80	35	MEHH01000178_2	NJBF01000010_66,NJBF01000005_92,NJBF01000037_5,NJBF01000057_2	JAGLRO010000089_18,JAGLRO010000233_2	RDOD01000052_7,RDOD01000040_10,RDOD01000025_23	RDOB01000004_301,RDOB01000006_125	BPTN01000251_4,BPTN01000009_24	BPTO01000013_14,BPTO01000230_1	JAMOVR010000296_5,JAMOVR010000321_10,JAMOVR010000210_33	JALSYK010000263_7,JALSYK010000527_2	JAHQWT010000015_16,JAHQWT010000024_2	JAUWJS010000011_13,JAUWJS010000008_23	JAUWEG010000030_2,JAUWEG010000002_8	JAUWPI010000078_4,JAUWPI010000003_17	JAUWKS010000042_3,JAUWKS010000001_29,JAUWKS010000016_34,JAUWKS010000020_43	DAOVPS010000172_7,DAOVPS010000008_30,DAOVPS010000049_14,DAOVPS010000084_9	DAOWEK010000035_19,DAOWEK010000016_89	DAOWED010000209_6,DAOWED010000085_8	DAOVER010000002_33,DAOVER010000033_5	DAOVHD010000054_8	WAKA01000151_21,WAKA01000131_11	JAYNJJ010000114_2,JAYNJJ010000272_2	JAYPOQ010000004_86,JAYPOQ010000012_32	JAYPQJ010000001_272,JAYPQJ010000001_348	JAEOTE010000027_80,JAEOTE010000020_8	JABCTZ010000022_90,JABCTZ010000046_309,JABCTZ010000026_106	PBWW01000016_9,PBWW01000019_18	DXJV01000096_12,DXJV01000084_48,DXJV01000005_80	DXJL01000186_3,DXJL01000066_26,DXJL01000165_4,DXJL01000189_8	JAHLWR010000001_108,JAHLWR010000008_93	JAIZWM010000005_33,JAIZWM010000001_135,JAIZWM010000002_117	JAAFKH010000072_3,JAAFKH010000045_4	JAAFKI010000124_60,JAAFKI010000170_9	SOJV01000174_1,SOJV01000117_37,SOJV01000091_11	CP084167_1117	CP084166_1025
7686	80	34	MEHH01000034_7,MEHH01000025_13,MEHH01000198_2	NJBF01000018_60	JAGLRO010000139_9,JAGLRO010000003_20,JAGLRO010000081_2	RDOD01000001_177	RDOB01000006_139	BPTN01000170_5,BPTN01000142_5	BPTO01000202_2,BPTO01000032_6,BPTO01000023_11	JAMOVR010000330_3,JAMOVR010000045_10	JALSYK010000009_16,JALSYK010000215_6	JAHQWT010000047_51,JAHQWT010000035_44,JAHQWT010000036_107	JAUWJS010000040_1,JAUWJS010000086_6,JAUWJS010000104_1	JAUWEG010000021_24,JAUWEG010000060_2,JAUWEG010000012_34	JAUWPI010000007_16,JAUWPI010000009_35,JAUWPI010000004_23	JAUWKS010000029_32	DAOVPS010000015_23	DAOWEK010000016_27,DAOWEK010000066_34,DAOWEK010000078_29	DAOWED010000054_7	DAOVER010000012_53,DAOVER010000004_84,DAOVER010000037_23	DAOVHD010000048_5,DAOVHD010000008_17,DAOVHD010000110_5	WAKA01000214_10,WAKA01000185_16	JAYNJJ010000020_8,JAYNJJ010000087_5	JAYPOQ010000002_177,JAYPOQ010000031_1,JAYPOQ010000001_122,JAYPOQ010000008_39	JAYPQJ010000001_1126,JAYPQJ010000001_45,JAYPQJ010000001_919,JAYPQJ010000001_1562	JAEOTE010000055_16,JAEOTE010000090_37,JAEOTE010000025_38	JABCTZ010000011_36	PBWW01000051_8,PBWW01000039_21,PBWW01000037_5,PBWW01000049_5		DXJL01000112_6	JAHLWR010000006_113,JAHLWR010000017_35,JAHLWR010000001_11	JAIZWM010000001_532	JAAFKH010000034_4,JAAFKH010000120_14,JAAFKH010000043_4	JAAFKI010000045_213,JAAFKI010000045_48,JAAFKI010000010_47	SOJV01000007_8	CP084167_1340,CP084167_1192,CP084167_2100	CP084166_1945,CP084166_1244,CP084166_1103
7687	80	28	MEHH01000206_3,MEHH01000041_7,MEHH01000041_8,MEHH01000105_3	NJBF01000036_18,NJBF01000043_27	JAGLRO010000097_12,JAGLRO010000227_7,JAGLRO010000153_2,JAGLRO010000034_3,JAGLRO010000154_2	RDOD01000005_38,RDOD01000032_8,RDOD01000024_34,RDOD01000032_7,RDOD01000032_9,RDOD01000024_33,RDOD01000024_35,RDOD01000064_5	RDOB01000003_587,RDOB01000003_12,RDOB01000003_586	BPTN01000303_4,BPTN01000215_5	BPTO01000045_5,BPTO01000253_1,BPTO01000139_4			JAHQWT010000051_8,JAHQWT010000036_24,JAHQWT010000036_23,JAHQWT010000039_113,JAHQWT010000019_33,JAHQWT010000019_32,JAHQWT010000043_82	JAUWJS010000148_3	JAUWEG010000009_36,JAUWEG010000080_3	JAUWPI010000114_4	JAUWKS010000016_1	DAOVPS010000017_32,DAOVPS010000017_33,DAOVPS010000104_7,DAOVPS010000017_21,DAOVPS010000050_4,DAOVPS010000017_34,DAOVPS010000017_20	DAOWEK010000040_8,DAOWEK010000066_113,DAOWEK010000071_87	DAOWED010000232_8	DAOVER010000050_4,DAOVER010000026_14	DAOVHD010000050_8,DAOVHD010000033_16,DAOVHD010000055_12					JAEOTE010000012_11,JAEOTE010000017_5,JAEOTE010000096_37,JAEOTE010000125_8,JAEOTE010000097_2,JAEOTE010000007_148,JAEOTE010000007_101,JAEOTE010000052_17	JABCTZ010000025_54,JABCTZ010000025_55,JABCTZ010000022_42		DXJV01000102_1,DXJV01000075_43	DXJL01000114_22,DXJL01000055_6	JAHLWR010000003_118,JAHLWR010000028_12	JAIZWM010000001_32	JAAFKH010000152_10	JAAFKI010000080_11,JAAFKI010000009_2	SOJV01000209_6,SOJV01000011_4	CP084167_2586	CP084166_2420
7688	80	35	MEHH01000089_10,MEHH01000026_16	NJBF01000010_38,NJBF01000001_14	JAGLRO010000008_1,JAGLRO010000118_18	RDOD01000006_83,RDOD01000011_6,RDOD01000002_17	RDOB01000001_46,RDOB01000007_87	BPTN01000169_4,BPTN01000115_5	BPTO01000009_15,BPTO01000007_36,BPTO01000018_21	JAMOVR010000200_11,JAMOVR010000273_18	JALSYK010000225_9,JALSYK010000392_3	JAHQWT010000005_26,JAHQWT010000039_48	JAUWJS010000022_4,JAUWJS010000002_27	JAUWEG010000002_48,JAUWEG010000007_20	JAUWPI010000121_4,JAUWPI010000008_9	JAUWKS010000014_20,JAUWKS010000028_25,JAUWKS010000022_44	DAOVPS010000062_15,DAOVPS010000022_12,DAOVPS010000157_4	DAOWEK010000016_126,DAOWEK010000040_63	DAOWED010000063_43,DAOWED010000089_20	DAOVER010000008_36,DAOVER010000031_12	DAOVHD010000032_12	WAKA01000032_8,WAKA01000207_27	JAYNJJ010000014_1	JAYPOQ010000007_72,JAYPOQ010000017_11	JAYPQJ010000001_139,JAYPQJ010000001_1461,JAYPQJ010000021_3	JAEOTE010000143_5,JAEOTE010000007_48	JABCTZ010000046_163,JABCTZ010000003_129,JABCTZ010000032_275	PBWW01000011_20,PBWW01000025_68	DXJV01000001_46,DXJV01000078_9,DXJV01000095_35	DXJL01000113_22,DXJL01000056_23	JAHLWR010000003_42,JAHLWR010000010_112,JAHLWR010000001_191	JAIZWM010000003_271,JAIZWM010000006_353,JAIZWM010000005_123	JAAFKH010000047_5,JAAFKH010000268_18	JAAFKI010000182_65,JAAFKI010000073_24	SOJV01000114_3,SOJV01000166_2,SOJV01000242_21	CP084167_432,CP084167_2646,CP084167_1452	CP084166_2484,CP084166_1357,CP084166_354
7689	81	35	MEHH01000012_26	NJBF01000021_36,NJBF01000020_22	JAGLRO010000017_34	RDOD01000011_51,RDOD01000019_30,RDOD01000001_202,RDOD01000040_19	RDOB01000005_154,RDOB01000003_54,RDOB01000004_90,RDOB01000009_25	BPTN01000097_8,BPTN01000014_16,BPTN01000167_5	BPTO01000003_50,BPTO01000021_31	JAMOVR010000121_1	JALSYK010000410_4,JALSYK010000119_3,JALSYK010000111_15	JAHQWT010000036_29,JAHQWT010000021_38	JAUWJS010000090_4,JAUWJS010000012_11	JAUWEG010000064_2,JAUWEG010000013_31	JAUWPI010000003_5,JAUWPI010000025_9,JAUWPI010000036_4	JAUWKS010000038_13,JAUWKS010000084_6	DAOVPS010000082_12,DAOVPS010000121_5,DAOVPS010000007_26	DAOWEK010000066_108,DAOWEK010000062_8,DAOWEK010000019_13	DAOWED010000206_3	DAOVER010000004_11,DAOVER010000045_5	DAOVHD010000034_12	WAKA01000095_18,WAKA01000061_3,WAKA01000213_12	JAYNJJ010000057_2,JAYNJJ010000017_4,JAYNJJ010000089_3	JAYPOQ010000010_39,JAYPOQ010000009_31,JAYPOQ010000014_12,JAYPOQ010000016_8	JAYPQJ010000001_168,JAYPQJ010000001_1325,JAYPQJ010000001_731	JAEOTE010000090_112,JAEOTE010000092_7,JAEOTE010000146_20	JABCTZ010000032_13,JABCTZ010000046_208	PBWW01000022_3,PBWW01000038_14	DXJV01000014_6,DXJV01000029_119	DXJL01000203_6	JAHLWR010000002_54,JAHLWR010000006_37,JAHLWR010000009_104	JAIZWM010000001_508,JAIZWM010000003_80,JAIZWM010000005_74	JAAFKH010000300_2,JAAFKH010000283_5	JAAFKI010000112_48,JAAFKI010000154_28	SOJV01000178_3,SOJV01000094_13	CP084167_1801,CP084167_2545	CP084166_1837,CP084166_2370
7690	81	30	MEHH01000070_9,MEHH01000002_7,MEHH01000049_3	NJBF01000065_13,NJBF01000015_49,NJBF01000021_41	JAGLRO010000060_4,JAGLRO010000127_3,JAGLRO010000059_2	RDOD01000015_38,RDOD01000002_50,RDOD01000006_20	RDOB01000002_520,RDOB01000002_35	BPTN01000043_3,BPTN01000306_2,BPTN01000057_3	BPTO01000055_2,BPTO01000063_5	JAMOVR010000220_29,JAMOVR010000237_9	JALSYK010000228_5,JALSYK010000491_1	JAHQWT010000040_3,JAHQWT010000027_87,JAHQWT010000008_13	JAUWJS010000003_53,JAUWJS010000085_4,JAUWJS010000152_6	JAUWEG010000062_11,JAUWEG010000167_6,JAUWEG010000110_4	JAUWPI010000151_6,JAUWPI010000023_8,JAUWPI010000001_61	JAUWKS010000031_17,JAUWKS010000082_11,JAUWKS010000070_14	DAOVPS010000137_7,DAOVPS010000095_8,DAOVPS010000095_9,DAOVPS010000004_1	DAOWEK010000077_18,DAOWEK010000089_79,DAOWEK010000075_27		DAOVER010000009_74,DAOVER010000029_9	DAOVHD010000088_2,DAOVHD010000114_5	WAKA01000121_24				JAEOTE010000114_27,JAEOTE010000169_9,JAEOTE010000019_28	JABCTZ010000046_233,JABCTZ010000032_241,JABCTZ010000003_194		DXJV01000044_18,DXJV01000053_22	DXJL01000177_23,DXJL01000183_4	JAHLWR010000008_100,JAHLWR010000026_19,JAHLWR010000013_4	JAIZWM010000006_290,JAIZWM010000003_238	JAAFKH010000305_1,JAAFKH010000194_1,JAAFKH010000190_4,JAAFKH010000326_3	JAAFKI010000091_19,JAAFKI010000198_14,JAAFKI010000030_4	SOJV01000080_1,SOJV01000118_4,SOJV01000010_11	CP084167_683,CP084167_2283,CP084167_2471	CP084166_2117,CP084166_2302,CP084166_607
7691	81	27	MEHH01000076_1,MEHH01000213_4	NJBF01000016_39,NJBF01000039_28,NJBF01000014_53,NJBF01000039_31,NJBF01000011_13	JAGLRO010000015_6,JAGLRO010000166_6	RDOD01000012_18	RDOB01000002_34,RDOB01000002_150	BPTN01000230_1,BPTN01000511_2,BPTN01000006_9	BPTO01000110_4,BPTO01000001_45,BPTO01000071_6,BPTO01000124_8			JAHQWT010000001_5,JAHQWT010000039_10,JAHQWT010000037_100,JAHQWT010000037_121	JAUWJS010000094_7,JAUWJS010000077_2,JAUWJS010000009_21,JAUWJS010000115_2	JAUWEG010000097_1,JAUWEG010000145_3,JAUWEG010000179_1,JAUWEG010000015_32	JAUWPI010000031_16,JAUWPI010000182_3,JAUWPI010000017_23,JAUWPI010000108_8	JAUWKS010000053_6,JAUWKS010000026_6	DAOVPS010000038_10	DAOWEK010000087_23,DAOWEK010000083_11,DAOWEK010000053_2,DAOWEK010000088_25		DAOVER010000003_94,DAOVER010000082_9,DAOVER010000013_30,DAOVER010000006_32	DAOVHD010000190_1					JAEOTE010000066_2,JAEOTE010000007_12,JAEOTE010000106_6,JAEOTE010000053_4	JABCTZ010000017_64,JABCTZ010000026_30		DXJV01000048_4	DXJL01000149_17,DXJL01000156_24,DXJL01000149_20,DXJL01000016_31	JAHLWR010000030_26,JAHLWR010000003_87,JAHLWR010000029_4,JAHLWR010000025_11	JAIZWM010000002_366	JAAFKH010000240_16,JAAFKH010000342_7,JAAFKH010000164_38,JAAFKH010000165_6	JAAFKI010000005_37,JAAFKI010000023_10,JAAFKI010000005_16,JAAFKI010000150_24	SOJV01000188_3	CP084167_577,CP084167_1846,CP084167_412,CP084167_1462,CP084167_2675	CP084166_1795,CP084166_1368,CP084166_509,CP084166_2513
7692	82	31	MEHH01000125_5,MEHH01000072_3	NJBF01000001_116	JAGLRO010000227_1,JAGLRO010000007_1	RDOD01000018_3,RDOD01000011_71,RDOD01000001_35,RDOD01000001_301,RDOD01000018_4	RDOB01000001_135	BPTN01000177_2,BPTN01000135_8	BPTO01000045_11	JAMOVR010000321_2	JALSYK010000672_5	JAHQWT010000043_11,JAHQWT010000039_105	JAUWJS010000007_11,JAUWJS010000142_2	JAUWEG010000009_30,JAUWEG010000076_3,JAUWEG010000161_2	JAUWPI010000055_17,JAUWPI010000032_18	JAUWKS010000008_6,JAUWKS010000032_21,JAUWKS010000091_11,JAUWKS010000008_5,JAUWKS010000001_15,JAUWKS010000002_96,JAUWKS010000002_19	DAOVPS010000046_15,DAOVPS010000159_1,DAOVPS010000026_15,DAOVPS010000149_3,DAOVPS010000150_6	DAOWEK010000087_13,DAOWEK010000040_14,DAOWEK010000071_14	DAOWED010000141_4	DAOVER010000007_55,DAOVER010000026_22	DAOVHD010000050_2	WAKA01000160_6				JAEOTE010000007_95,JAEOTE010000108_33	JABCTZ010000006_125,JABCTZ010000018_61,JABCTZ010000025_4,JABCTZ010000019_114,JABCTZ010000019_39,JABCTZ010000006_104,JABCTZ010000039_19,JABCTZ010000026_95		DXJV01000073_56,DXJV01000076_5,DXJV01000065_45,DXJV01000021_34	DXJL01000113_111	JAHLWR010000028_20,JAHLWR010000003_181	JAIZWM010000001_389,JAIZWM010000007_112,JAIZWM010000001_664,JAIZWM010000007_63,JAIZWM010000007_66	JAAFKH010000169_16,JAAFKH010000152_17	JAAFKI010000005_6,JAAFKI010000008_8,JAAFKI010000051_13	SOJV01000055_15,SOJV01000218_20,SOJV01000116_8,SOJV01000085_25,SOJV01000240_2	CP084167_2589,CP084167_2801	CP084166_2632,CP084166_2428,CP084166_2423
